Customer,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond NO or no.
7240,3,1,1,No
7241,2,3,3,NO
7242,2,5,5,NO
7243,4,3,3,NO
7244,4,5,5,NO
7245,3,2,2,No
7246,5,4,4,NO
7247,3,3,3,NO
7248,1,1,1,NO
7249,5,5,5,NO
7250,5,2,2,NO
7251,2,4,4,NO
7252,1,5,5,No
7253,5,2,2,NO
7254,2,5,5,NO
7255,3,3,3,NO
7256,5,1,1,NO
7257,3,5,5,NO
7258,4,3,3,NO
7259,5,2,2,NO
7260,2,2,2,NO
7261,5,4,4,No
7262,1,4,4,NO
7263,3,3,3,No
7264,5,5,5,NO
7265,3,3,3,NO
7266,5,1,1,No
7267,2,5,5,NO
7268,4,5,5,NO
7269,3,2,2,NO
7270,1,1,1,NO
7271,5,5,5,No
7272,2,2,2,NO
7273,4,3,3,NO
7274,5,5,5,NO
7275,2,3,3,No
7276,5,4,4,NO
7277,3,5,5,NO
7278,1,2,2,NO
7279,5,5,5,NO
7280,3,1,1,No
7281,2,3,3,NO
7282,2,5,5,NO
7283,4,3,3,NO
7284,4,5,5,NO
7285,3,2,2,No
7286,5,4,4,NO
7287,3,3,3,NO
7288,1,1,1,NO
7289,5,5,5,NO
7290,5,2,2,NO
7291,2,4,4,NO
7292,1,5,5,No
7293,5,2,2,NO
7294,2,5,5,NO
7295,3,3,3,NO
7296,,1,1,NO
7297,5,5,5,NO
7298,3,3,3,NO
7299,4,2,2,NO
7300,5,2,2,NO
7301,2,4,4,No
7302,5,4,4,NO
7303,1,3,3,No
7304,3,5,5,NO
7305,5,3,3,NO
7306,3,1,1,No
7307,5,5,5,NO
7308,2,5,5,NO
7309,4,2,2,NO
7310,3,1,1,NO
7311,1,5,5,No
7312,5,2,2,NO
7313,2,3,3,NO
7314,4,,,NO
7315,5,,,No
7316,2,,,NO
7317,5,,,NO
7318,3,,,NO
7319,1,,,NO
7320,5,,,No
7321,3,,,NO
7322,2,,,NO
7323,2,,,NO
7324,4,,,NO
7325,4,,,No
7326,3,,5,NO
7327,5,,3,NO
7328,3,5,4,NO
7329,1,3,5,NO
7330,5,4,2,NO
7331,5,5,5,NO
7332,2,2,1,No
7333,1,5,3,NO
7334,5,1,5,NO
7335,2,3,3,NO
7336,3,5,5,NO
7337,5,3,2,NO
7338,3,5,4,NO
7339,4,2,3,NO
7340,5,4,1,NO
7341,2,3,5,No
7342,5,1,2,NO
7343,1,5,4,No
7344,3,2,5,NO
7345,5,4,2,NO
7346,3,5,5,No
7347,5,2,3,NO
7348,2,5,1,NO
7349,4,3,5,NO
7350,3,1,3,NO
7351,1,5,2,No
7352,5,3,2,NO
7353,2,2,4,NO
7354,4,2,4,NO
7355,5,4,3,No
7356,2,4,5,NO
7357,5,3,3,NO
7358,3,5,1,NO
7359,1,3,5,NO
7360,5,1,5,No
7361,3,5,2,NO
7362,2,5,1,NO
7363,2,2,5,NO
7364,4,1,2,NO
7365,4,5,3,No
7366,3,2,5,NO
7367,5,3,3,NO
7368,3,5,4,NO
7369,1,3,5,NO
7370,5,4,2,NO
7371,5,5,5,NO
7372,2,2,1,No
7373,1,5,3,NO
7374,5,1,5,NO
7375,2,3,3,NO
7376,3,5,5,NO
7377,5,3,2,NO
7378,3,5,4,NO
7379,4,2,3,NO
7380,5,4,1,NO
7381,2,3,5,No
7382,5,1,2,NO
7383,1,5,4,No
7384,3,2,5,NO
7385,5,4,2,NO
7386,3,5,5,No
7387,5,2,3,NO
7388,2,5,1,NO
7389,4,3,5,NO
7390,3,1,3,NO
7391,1,5,2,No
7392,5,3,2,NO
7393,2,2,4,NO
7394,4,2,4,NO
7395,5,4,3,No
7396,2,4,5,NO
7397,5,3,3,NO
7398,3,5,1,NO
7399,1,3,5,NO
7400,5,1,5,No
7401,3,5,2,NO
7402,2,5,1,NO
7403,2,2,5,NO
7404,4,1,2,NO
7405,4,5,3,No
7406,3,2,5,NO
7407,5,3,3,NO
7408,3,5,4,NO
7409,1,3,5,NO
7410,5,4,2,NO
7411,5,5,5,NO
7412,2,2,1,No
7413,1,5,3,NO
7414,5,1,5,NO
7415,2,3,3,NO
7416,3,5,5,NO
7417,5,3,2,NO
7418,3,5,4,NO
7419,4,2,3,NO
7420,5,4,1,NO
7421,2,3,5,No
7422,5,1,2,NO
7423,1,5,4,No
7424,3,2,5,NO
7425,5,4,2,NO
7426,3,5,5,No
7427,5,2,3,NO
7428,2,5,1,NO
7429,4,3,5,NO
7430,3,1,3,NO
7431,1,5,2,No
7432,5,3,2,NO
7433,2,2,4,NO
7434,4,2,4,NO
7435,5,4,3,No
7436,2,4,5,NO
7437,5,3,3,NO
7438,3,5,1,NO
7439,1,3,5,NO
7440,5,1,5,No
7441,3,5,2,NO
7442,2,5,1,NO
7443,2,2,5,NO
7444,4,1,2,NO
7445,4,5,3,No
7446,3,2,5,NO
7447,5,3,3,NO
7448,3,5,4,NO
7449,1,3,5,NO
7450,5,4,2,NO
7451,5,5,5,NO
7452,2,2,1,No
7453,1,5,3,NO
7454,5,1,5,NO
7455,2,3,3,NO
7456,3,5,5,NO
7457,,3,2,NO
7458,5,5,4,NO
7459,3,2,3,NO
7460,4,4,1,NO
7461,5,3,5,No
7462,2,1,2,NO
7463,5,5,4,No
7464,1,2,5,NO
7465,3,4,2,NO
7466,5,5,5,No
7467,3,2,3,NO
7468,5,5,1,NO
7469,2,3,5,NO
7470,4,1,3,NO
7471,3,5,2,No
7472,1,3,2,NO
7473,5,2,4,NO
7474,2,2,4,NO
7475,4,4,3,No
7476,5,4,5,NO
7477,2,3,3,NO
7478,5,5,1,NO
7479,3,3,5,NO
7480,1,1,5,No
7481,5,5,2,NO
7482,3,5,1,NO
7483,2,2,5,NO
7484,2,1,2,NO
7485,4,5,3,No
7486,4,2,,NO
7487,3,3,,NO
7488,5,,,NO
7489,3,,,NO
7490,1,,,NO
7491,5,3,4,NO
7492,3,4,3,No
7493,4,5,2,NO
7494,5,3,4,NO
7495,2,5,1,NO
7496,5,2,5,NO
7497,1,4,3,NO
7498,3,3,2,NO
7499,5,1,3,NO
7500,3,5,3,NO
7501,5,3,4,No
7502,2,2,5,NO
7503,4,5,3,No
7504,3,4,2,NO
7505,1,5,1,NO
7506,5,4,5,No
7507,2,2,4,NO
7508,4,5,4,NO
7509,5,1,5,NO
7510,2,4,4,NO
7511,5,5,1,No
7512,3,3,3,NO
7513,1,5,5,NO
7514,5,4,4,NO
7515,3,3,2,No
7516,2,3,4,NO
7517,2,2,3,NO
7518,4,5,4,NO
7519,4,1,2,NO
7520,3,4,5,No
7521,5,5,4,NO
7522,3,3,4,NO
7523,1,2,5,NO
7524,5,5,1,NO
7525,5,1,2,No
7526,2,3,3,NO
7527,1,5,4,NO
7528,5,4,3,NO
7529,2,2,4,NO
7530,3,3,2,NO
7531,5,5,5,NO
7532,3,3,3,No
7533,4,4,4,NO
7534,5,5,5,NO
7535,2,2,2,NO
7536,5,5,5,NO
7537,1,1,1,NO
7538,3,3,3,NO
7539,5,5,5,NO
7540,3,3,3,NO
7541,5,5,5,No
7542,2,2,2,NO
7543,4,4,4,No
7544,3,3,3,NO
7545,1,1,1,NO
7546,5,5,5,No
7547,2,2,2,NO
7548,4,4,4,NO
7549,5,5,5,NO
7550,2,2,2,NO
7551,5,5,5,No
7552,3,3,3,NO
7553,1,1,1,NO
7554,5,5,5,NO
7555,3,3,3,No
7556,2,2,2,NO
7557,2,2,2,NO
7558,4,4,4,NO
7559,4,4,4,NO
7560,3,3,3,No
7561,5,5,5,NO
7562,3,3,3,NO
7563,1,1,1,NO
7564,5,5,5,NO
7565,5,5,5,No
7566,2,2,2,NO
7567,1,1,1,NO
7568,5,5,5,NO
7569,2,2,2,NO
7570,3,3,3,NO
7571,5,5,5,NO
7572,3,3,3,No
7573,4,4,4,NO
7574,5,5,5,NO
7575,2,2,2,NO
7576,5,5,5,NO
7577,1,1,1,NO
7578,3,3,3,NO
7579,5,5,5,NO
7580,3,3,3,NO
7581,5,5,5,No
7582,2,2,2,NO
7583,4,4,4,No
7584,3,3,3,NO
7585,1,1,1,NO
7586,5,5,5,No
7587,2,2,2,NO
7588,4,4,4,NO
7589,5,5,5,NO
7590,2,2,2,NO
7591,5,5,5,No
7592,3,3,3,NO
7593,1,1,1,NO
7594,5,5,5,NO
7595,3,3,3,No
7596,2,2,2,NO
7597,2,2,2,NO
7598,4,4,4,NO
7599,4,4,4,NO
7600,3,3,3,No
7601,5,5,5,NO
7602,3,3,3,NO
7603,1,1,1,NO
7604,5,5,5,NO
7605,5,5,5,No
7606,2,2,2,NO
7607,1,1,1,NO
7608,5,5,5,NO
7609,2,2,2,NO
7610,3,3,3,NO
7611,5,5,5,NO
7612,3,3,3,No
7613,4,4,4,NO
7614,5,5,5,NO
7615,2,2,2,NO
7616,5,5,5,No
7617,1,1,1,NO
7618,3,3,3,
7619,5,5,5,
7620,3,3,3,
7621,5,5,5,
7622,2,2,2,
7623,4,4,4,
7624,3,3,3,
7625,1,1,1,
7626,5,5,5,
7627,2,2,2,
7628,4,4,4,
7629,5,5,5,
7630,2,2,2,
7631,5,5,5,
7632,3,3,3,
7633,1,1,1,
7634,5,5,5,
7635,3,3,3,
7636,2,2,2,
7637,2,2,2,
7638,4,4,4,
7639,4,4,4,
7640,3,3,3,
7641,5,5,5,
7642,3,3,3,
7643,1,1,1,
7644,5,5,5,
7645,5,5,5,
7646,2,2,2,
7647,1,1,1,
7648,5,5,5,NO
7649,2,2,2,NO
7650,3,3,3,NO
7651,5,5,5,NO
7652,3,3,3,NO
7653,4,4,4,NO
7654,5,5,5,NO
7655,2,2,2,No
7656,5,5,5,NO
7657,1,1,1,No
7658,3,3,3,NO
7659,5,5,5,NO
7660,3,3,3,No
7661,5,5,5,NO
7662,2,2,2,NO
7663,4,4,4,NO
7664,3,3,3,NO
7665,1,1,1,No
7666,5,5,5,NO
7667,2,2,2,NO
7668,4,4,4,NO
7669,5,5,5,No
7670,2,2,2,NO
7671,5,5,5,NO
7672,3,3,3,NO
7673,1,1,1,NO
7674,5,5,5,No
7675,3,3,3,NO
7676,2,2,2,NO
7677,2,2,2,NO
7678,4,4,4,NO
7679,4,4,4,No
7680,3,3,3,NO
7681,5,5,5,NO
7682,3,3,3,NO
7683,1,1,1,NO
7684,5,5,5,NO
7685,5,5,5,NO
7686,2,2,2,No
7687,1,1,1,NO
7688,5,5,5,NO
7689,2,2,2,NO
7690,3,3,3,NO
7691,5,5,5,NO
7692,3,3,3,NO
7693,4,4,4,NO
7694,5,5,5,NO
7695,2,2,2,No
7696,5,5,5,NO
7697,1,1,1,No
7698,3,3,3,NO
7699,5,5,5,NO
7700,3,3,3,No
7701,5,5,5,NO
7702,2,2,2,NO
7703,4,4,4,NO
7704,3,3,3,NO
7705,1,1,1,No
7706,5,5,5,NO
7707,2,2,2,NO
7708,4,4,4,NO
7709,5,5,5,No
7710,2,2,2,NO
7711,5,5,5,NO
7712,3,3,3,NO
7713,1,1,1,NO
7714,5,5,5,No
7715,3,3,3,NO
7716,2,2,2,NO
7717,2,2,2,NO
7718,4,4,4,NO
7719,4,4,4,No
7720,3,3,3,NO
7721,5,5,5,NO
7722,3,3,3,NO
7723,1,1,1,NO
7724,5,5,5,NO
7725,5,5,5,NO
7726,2,2,2,No
7727,1,1,1,NO
7728,5,5,5,NO
7729,2,2,2,NO
7730,3,3,3,NO
7731,5,5,5,NO
7732,3,3,3,NO
7733,4,4,4,NO
7734,5,5,5,NO
7735,2,2,2,No
7736,5,5,5,NO
7737,1,1,1,No
7738,3,3,3,NO
7739,5,5,5,NO
7740,3,3,3,No
7741,5,5,5,NO
7742,2,2,2,NO
7743,4,4,4,NO
7744,3,3,3,NO
7745,1,1,1,No
7746,5,5,5,NO
7747,2,2,2,NO
7748,4,4,4,NO
7749,5,5,5,No
7750,2,2,2,NO
7751,5,5,5,NO
7752,3,3,3,NO
7753,1,1,1,NO
7754,5,5,5,No
7755,3,3,3,NO
7756,2,2,2,NO
7757,2,2,2,NO
7758,4,4,4,NO
7759,4,4,4,No
7760,3,3,3,NO
7761,5,5,5,NO
7762,3,3,3,NO
7763,1,1,1,NO
7764,5,5,5,NO
7765,5,5,5,NO
7766,2,2,2,No
7767,1,1,1,NO
7768,5,5,5,NO
7769,2,2,2,NO
7770,3,3,3,NO
7771,5,5,5,NO
7772,3,3,3,NO
7773,4,4,4,NO
7774,5,5,5,NO
7775,2,2,2,No
7776,5,5,5,NO
7777,1,1,1,No
7778,3,3,3,NO
7779,5,5,5,NO
7780,3,3,3,No
7781,5,5,5,NO
7782,2,2,2,NO
7783,4,4,4,NO
7784,3,3,3,NO
7785,1,1,1,No
7786,5,5,5,NO
7787,2,2,2,NO
7788,4,4,4,NO
7789,5,5,5,No
7790,2,2,2,NO
7791,5,5,5,NO
7792,3,3,3,NO
7793,1,1,1,NO
7794,5,5,5,No
7795,3,3,3,NO
7796,2,2,2,NO
7797,2,2,2,NO
7798,4,4,4,NO
7799,4,4,4,No
7800,3,3,3,NO
7801,5,5,5,NO
7802,3,3,3,NO
7803,1,1,1,NO
7804,5,5,5,NO
7805,5,5,5,NO
7806,2,2,2,No
7807,1,1,1,NO
7808,5,5,5,NO
7809,2,2,2,NO
7810,3,3,3,NO
7811,,5,5,NO
7812,,3,3,NO
7813,,4,4,NO
7814,,5,5,NO
7815,,2,2,No
7816,,5,5,NO
7817,,1,1,No
7818,,3,3,NO
7819,,5,5,NO
7820,,3,3,No
7821,,5,5,NO
7822,,2,2,NO
7823,,4,4,NO
7824,,3,3,NO
7825,,1,1,No
7826,,5,5,NO
7827,,2,2,NO
7828,,4,4,NO
7829,,5,5,No
7830,,2,2,NO
7831,,5,5,NO
7832,,3,3,NO
7833,,1,1,NO
7834,5,5,5,No
7835,3,3,3,NO
7836,4,2,2,NO
7837,5,2,2,NO
7838,2,4,4,NO
7839,5,4,4,No
7840,1,3,3,NO
7841,3,5,5,NO
7842,5,3,3,NO
7843,3,1,1,NO
7844,5,5,5,NO
7845,2,5,5,NO
7846,4,2,2,No
7847,3,1,1,NO
7848,1,5,5,NO
7849,5,2,2,NO
7850,2,3,3,NO
7851,4,,,NO
7852,5,5,5,NO
7853,2,3,3,NO
7854,5,4,4,NO
7855,3,5,5,No
7856,1,2,2,NO
7857,5,5,5,No
7858,3,1,1,NO
7859,2,3,3,NO
7860,2,5,5,No
7861,4,3,3,NO
7862,4,5,5,NO
7863,3,2,2,NO
7864,5,4,4,NO
7865,3,3,3,No
7866,1,1,1,NO
7867,5,5,5,NO
7868,5,2,2,NO
7869,2,4,4,No
7870,1,5,5,NO
7871,5,2,2,NO
7872,2,5,5,NO
7873,3,3,3,NO
7874,5,1,1,No
7875,3,5,5,NO
7876,4,3,3,NO
7877,5,2,2,NO
7878,2,2,2,NO
7879,5,4,4,No
7880,1,4,4,NO
7881,3,3,3,NO
7882,5,5,5,NO
7883,3,3,3,NO
7884,5,1,1,NO
7885,2,5,5,NO
7886,4,5,5,No
7887,3,2,2,NO
7888,1,1,1,NO
7889,5,5,5,NO
7890,2,2,2,NO
7891,4,3,3,NO
7892,5,5,5,NO
7893,2,3,3,NO
7894,5,4,4,NO
7895,3,5,5,No
7896,1,2,2,NO
7897,5,5,5,No
7898,3,1,1,NO
7899,2,3,3,NO
7900,2,5,5,No
7901,4,3,3,NO
7902,4,5,5,NO
7903,3,2,2,NO
7904,5,4,4,NO
7905,3,3,3,No
7906,1,1,1,NO
7907,5,5,5,NO
7908,5,2,2,NO
7909,2,4,4,No
7910,1,5,5,NO
7911,5,2,2,NO
7912,2,5,5,NO
7913,3,3,3,NO
7914,5,1,1,No
7915,4,4,4,NO
7916,3,3,3,NO
7917,1,1,1,NO
7918,5,5,5,NO
7919,2,2,2,No
7920,4,4,4,NO
7921,5,5,5,NO
7922,2,2,2,NO
7923,5,5,5,NO
7924,3,3,3,NO
7925,1,1,1,NO
7926,5,5,5,No
7927,3,3,3,NO
7928,2,2,2,NO
7929,2,2,2,NO
7930,4,4,4,NO
7931,4,4,4,NO
7932,3,3,3,NO
7933,5,5,5,NO
7934,3,3,3,NO
7935,1,1,1,No
7936,5,5,5,NO
7937,5,5,5,No
7938,2,2,2,NO
7939,1,1,1,NO
7940,5,5,5,No
7941,2,2,2,NO
7942,3,3,3,NO
7943,5,5,5,NO
7944,3,3,3,NO
7945,4,4,4,No
7946,5,5,5,NO
7947,2,2,2,NO
7948,5,5,5,NO
7949,1,1,1,No
7950,3,3,3,NO
7951,5,5,5,NO
7952,3,3,3,NO
7953,5,5,5,NO
7954,2,2,2,No
7955,4,4,4,NO
7956,3,3,3,NO
7957,1,1,1,NO
7958,5,5,5,NO
7959,2,2,2,No
7960,4,4,4,NO
7961,5,5,5,NO
7962,2,2,2,NO
7963,5,5,5,NO
7964,3,3,3,NO
7965,1,1,1,NO
7966,5,5,5,No
7967,3,3,3,NO
7968,2,2,2,NO
7969,2,2,2,NO
7970,4,4,4,NO
7971,4,4,4,NO
7972,3,3,3,NO
7973,5,5,5,NO
7974,3,3,3,NO
7975,1,1,1,No
7976,5,5,5,NO
7977,5,5,5,No
7978,2,2,2,NO
7979,1,1,1,NO
7980,5,5,5,No
7981,2,2,2,NO
7982,3,3,3,NO
7983,5,5,5,NO
7984,3,3,3,NO
7985,4,4,4,No
7986,5,5,5,NO
7987,2,2,2,NO
7988,5,5,5,NO
7989,1,1,1,No
7990,3,3,3,NO
7991,5,5,5,NO
7992,3,3,3,NO
7993,5,5,5,NO
7994,2,2,2,No
7995,4,4,4,NO
7996,3,3,3,NO
7997,1,1,1,NO
7998,5,5,5,NO
7999,2,2,2,No
8000,4,4,4,NO
8001,5,5,5,NO
8002,2,2,2,NO
8003,5,5,5,NO
8004,3,3,3,NO
8005,1,1,1,NO
8006,5,5,5,No
8007,3,3,3,NO
8008,2,2,2,NO
8009,2,2,2,NO
8010,4,4,4,NO
8011,4,4,4,NO
8012,3,3,3,NO
8013,5,5,5,NO
8014,3,3,3,NO
8015,1,1,1,No
8016,5,5,5,NO
8017,5,5,5,No
8018,2,2,2,NO
8019,1,1,1,NO
8020,5,5,5,No
8021,2,2,2,NO
8022,3,3,3,NO
8023,5,5,5,NO
8024,3,3,3,NO
8025,4,4,4,No
8026,5,5,5,NO
8027,2,2,2,NO
8028,5,5,5,NO
8029,1,1,1,No
8030,3,3,3,NO
8031,5,5,5,NO
8032,3,3,3,NO
8033,5,5,5,NO
8034,2,2,2,No
8035,4,4,4,NO
8036,3,3,3,NO
8037,1,1,1,NO
8038,5,5,5,NO
8039,2,2,2,No
8040,4,4,4,NO
8041,5,5,5,NO
8042,2,2,2,NO
8043,5,5,5,NO
8044,3,3,3,NO
8045,1,1,1,NO
8046,5,5,5,No
8047,3,3,3,NO
8048,2,2,2,
8049,2,2,2,
8050,4,4,4,
8051,4,4,4,
8052,3,3,3,
8053,5,5,5,
8054,3,3,3,
8055,1,1,1,
8056,5,5,5,
8057,5,5,5,
8058,2,2,2,
8059,1,1,1,
8060,5,5,5,
8061,2,2,2,
8062,3,3,3,
8063,5,5,5,
8064,3,3,3,
8065,4,4,4,
8066,5,5,5,
8067,2,2,2,
8068,5,5,5,
8069,1,1,1,
8070,3,3,3,
8071,5,5,5,
8072,3,3,3,
8073,5,5,5,
8074,2,2,2,
8075,4,4,4,
8076,3,3,3,NO
8077,1,1,1,NO
8078,5,5,5,NO
8079,2,2,2,NO
8080,4,4,4,NO
8081,5,5,5,NO
8082,2,2,2,NO
8083,5,5,5,No
8084,3,3,3,NO
8085,1,1,1,No
8086,5,5,5,NO
8087,3,3,3,NO
8088,2,2,2,No
8089,2,2,2,NO
8090,4,4,4,NO
8091,4,4,4,NO
8092,3,3,3,NO
8093,5,5,5,No
8094,3,3,3,NO
8095,1,1,1,NO
8096,5,5,5,NO
8097,5,5,5,No
8098,2,2,2,NO
8099,1,1,1,NO
8100,5,5,5,NO
8101,2,2,2,NO
8102,3,3,3,No
8103,,5,5,NO
8104,,3,3,NO
8105,,4,4,NO
8106,,5,5,NO
8107,,2,2,No
8108,,5,5,NO
8109,,1,1,NO
8110,,3,3,NO
8111,,5,5,NO
8112,,3,3,NO
8113,,5,5,NO
8114,,2,2,No
8115,,4,4,NO
8116,,3,3,NO
8117,,1,1,NO
8118,,5,5,NO
8119,,2,2,NO
8120,,4,4,NO
8121,,5,5,NO
8122,,2,2,NO
8123,,5,5,No
8124,,3,3,NO
8125,,1,1,No
8126,5,5,5,NO
8127,3,3,3,NO
8128,4,2,2,No
8129,5,2,2,NO
8130,2,4,4,NO
8131,5,4,4,NO
8132,1,3,3,NO
8133,3,5,5,No
8134,5,3,3,NO
8135,3,1,1,NO
8136,5,5,5,NO
8137,2,5,5,No
8138,4,2,2,NO
8139,3,1,1,NO
8140,1,5,5,NO
8141,5,2,2,NO
8142,2,3,3,No
8143,4,,,NO
8144,5,5,5,NO
8145,2,3,3,NO
8146,5,4,4,NO
8147,3,5,5,No
8148,1,2,2,NO
8149,5,5,5,NO
8150,3,1,1,NO
8151,2,3,3,NO
8152,2,5,5,NO
8153,4,3,3,NO
8154,4,5,5,No
8155,3,2,2,NO
8156,5,4,4,NO
8157,3,3,3,NO
8158,1,1,1,NO
8159,5,5,5,NO
8160,5,2,2,NO
8161,2,4,4,NO
8162,1,5,5,NO
8163,5,2,2,No
8164,2,5,5,NO
8165,3,3,3,No
8166,5,1,1,NO
8167,3,5,5,NO
8168,4,3,3,No
8169,5,2,2,NO
8170,2,2,2,NO
8171,5,4,4,NO
8172,1,4,4,NO
8173,3,3,3,No
8174,5,5,5,NO
8175,3,3,3,NO
8176,5,1,1,NO
8177,2,5,5,No
8178,4,5,5,NO
8179,3,2,2,NO
8180,1,1,1,NO
8181,5,5,5,NO
8182,2,2,2,No
8183,4,3,3,NO
8184,5,5,5,NO
8185,2,3,3,NO
8186,5,4,4,NO
8187,3,5,5,No
8188,1,2,2,NO
8189,5,5,5,NO
8190,3,1,1,NO
8191,2,3,3,NO
8192,2,5,5,NO
8193,4,3,3,NO
8194,4,5,5,No
8195,3,2,2,NO
8196,5,4,4,NO
8197,3,3,3,NO
8198,1,1,1,NO
8199,5,5,5,NO
8200,5,2,2,NO
8201,2,4,4,NO
8202,1,5,5,NO
8203,5,2,2,No
8204,2,5,5,NO
8205,3,3,3,No
8206,5,1,1,NO
8207,3,5,5,NO
8208,4,3,3,No
8209,5,2,2,NO
8210,2,2,2,NO
8211,5,4,4,NO
8212,1,4,4,NO
8213,3,3,3,No
8214,5,5,5,NO
8215,3,3,3,NO
8216,5,1,1,NO
8217,2,5,5,No
8218,4,5,5,NO
8219,3,2,2,NO
8220,1,1,1,NO
8221,5,5,5,NO
8222,2,2,2,No
8223,4,3,3,NO
8224,5,5,5,NO
8225,2,3,3,NO
8226,5,4,4,NO
8227,3,5,5,No
8228,1,2,2,NO
8229,5,5,5,NO
8230,3,1,1,NO
8231,2,3,3,NO
8232,2,5,5,NO
8233,4,3,3,NO
8234,4,5,5,No
8235,3,2,2,NO
8236,5,4,4,NO
8237,3,3,3,NO
8238,1,1,1,NO
8239,5,5,5,NO
8240,5,2,2,NO
8241,2,4,4,NO
8242,1,5,5,NO
8243,5,2,2,No
8244,2,5,5,NO
8245,3,3,3,No
8246,5,1,1,NO
8247,3,5,5,NO
8248,4,3,3,No
8249,5,2,2,NO
8250,2,2,2,NO
8251,5,4,4,NO
8252,1,4,4,NO
8253,3,3,3,No
8254,5,5,5,NO
8255,3,3,3,NO
8256,5,1,1,NO
8257,2,5,5,No
8258,4,5,5,NO
8259,3,2,2,NO
8260,1,1,1,NO
8261,5,5,5,NO
8262,2,2,2,No
8263,4,3,3,NO
8264,5,5,5,NO
8265,2,3,3,NO
8266,5,4,4,NO
8267,3,5,5,No
8268,1,2,2,NO
8269,5,5,5,NO
8270,3,1,1,NO
8271,2,3,3,NO
8272,2,5,5,NO
8273,4,3,3,NO
8274,4,5,5,No
8275,3,2,2,NO
8276,5,4,4,NO
8277,3,3,3,NO
8278,1,1,1,NO
8279,5,5,5,NO
8280,5,2,2,NO
8281,2,4,4,NO
8282,1,5,5,NO
8283,5,2,2,No
8284,2,5,5,NO
8285,3,3,3,No
8286,,1,1,NO
8287,5,5,5,NO
8288,3,3,3,No
8289,4,2,2,NO
8290,5,2,2,NO
8291,2,4,4,NO
8292,5,4,4,NO
8293,1,3,3,No
8294,3,5,5,NO
8295,5,3,3,NO
8296,3,1,1,NO
8297,5,5,5,No
8298,2,5,5,NO
8299,4,2,2,NO
8300,3,1,1,NO
8301,1,5,5,NO
8302,5,2,2,No
8303,2,3,3,NO
8304,4,,,NO
8305,5,,,NO
8306,2,,,NO
8307,5,,,No
8308,3,,,NO
8309,1,,,NO
8310,5,,,NO
8311,3,,,NO
8312,2,,,NO
8313,2,,,NO
8314,4,,,No
8315,4,,,NO
8316,3,,5,NO
8317,5,,3,NO
8318,3,5,4,NO
8319,1,3,5,NO
8320,5,4,2,NO
8321,5,5,5,NO
8322,2,2,1,NO
8323,1,5,3,No
8324,5,1,5,NO
8325,2,3,3,No
8326,3,5,5,NO
8327,5,3,2,NO
8328,3,5,4,No
8329,4,2,3,NO
8330,5,4,1,NO
8331,2,3,5,NO
8332,5,1,2,NO
8333,1,5,4,No
8334,3,2,5,NO
8335,5,4,2,NO
8336,3,5,5,NO
8337,5,2,3,No
8338,2,5,1,NO
8339,4,3,5,NO
8340,3,1,3,NO
8341,1,5,2,NO
8342,5,3,2,No
8343,2,2,4,NO
8344,4,2,4,NO
8345,5,4,3,NO
8346,2,4,5,NO
8347,5,3,3,No
8348,3,5,1,NO
8349,1,3,5,NO
8350,5,1,5,NO
8351,3,5,2,NO
8352,2,5,1,NO
8353,2,2,5,NO
8354,4,1,2,No
8355,4,5,3,NO
8356,3,2,5,NO
8357,5,3,3,NO
8358,3,5,4,NO
8359,1,3,5,NO
8360,5,4,2,NO
8361,5,5,5,NO
8362,2,2,1,NO
8363,1,5,3,No
8364,5,1,5,NO
8365,2,3,3,No
8366,3,5,5,NO
8367,5,3,2,NO
8368,3,5,4,No
8369,4,2,3,NO
8370,5,4,1,NO
8371,2,3,5,NO
8372,5,1,2,NO
8373,1,5,4,No
8374,3,2,5,NO
8375,5,4,2,NO
8376,3,5,5,NO
8377,5,2,3,No
8378,2,5,1,NO
8379,4,3,5,NO
8380,3,1,3,NO
8381,1,5,2,NO
8382,5,3,2,No
8383,2,2,4,NO
8384,4,2,4,NO
8385,5,4,3,NO
8386,2,4,5,NO
8387,5,3,3,No
8388,3,5,1,NO
8389,1,3,5,NO
8390,5,1,5,NO
8391,3,5,2,NO
8392,2,5,1,NO
8393,2,2,5,NO
8394,4,1,2,No
8395,4,5,3,NO
8396,3,2,5,NO
8397,5,3,3,NO
8398,3,5,4,NO
8399,1,3,5,NO
8400,5,4,2,NO
8401,5,5,5,NO
8402,2,2,1,NO
8403,1,5,3,No
8404,5,1,5,NO
8405,2,3,3,No
8406,3,5,5,NO
8407,5,3,2,NO
8408,3,5,4,No
8409,4,2,3,NO
8410,5,4,1,NO
8411,2,3,5,NO
8412,5,1,2,NO
8413,1,5,4,No
8414,3,2,5,NO
8415,5,4,2,NO
8416,3,5,5,NO
8417,5,2,3,No
8418,2,5,1,NO
8419,4,3,5,NO
8420,3,1,3,NO
8421,1,5,2,NO
8422,5,3,2,No
8423,2,2,4,NO
8424,4,2,4,NO
8425,5,4,3,NO
8426,2,4,5,NO
8427,5,3,3,No
8428,3,5,1,NO
